;score;day;origin;time;np;duration;device;osys;browser;nbsessions;location
0;142;3;google;14;-1;280;Mobile;iOS;Mobile Safari;1;Vincennes
1;0;0;website;7;-1;359;Desktop;Windows;Chrome;1;None
2;0;0;website;8;-1;239;Desktop;Windows;Chrome;1;None
3;0;1;website;4;-1;278;Desktop;Windows;Chrome;1;None
4;85;3;website;6;5;4015;Desktop;Windows;Chrome;2;Rue de Provence
5;220;3;website;7;-1;245;Desktop;Mac OS X;Safari;1;La Défense
6;189;3;website;8;-1;517;Desktop;Mac OS X;Safari;1;Rue Du Depart
7;75;3;facebook;9;-1;220;Desktop;Windows;Chrome;1;Val-d'Oise
8;152;3;google;9;-1;347;Mobile;iOS;Mobile Safari;1;Paris - Est
9;115;3;live;9;-1;194;Desktop;Windows;Chrome;1;Paris - Est
10;182;3;website;9;-1;181;Mobile;iOS;Mobile Safari;1;Claye Souilly
11;85;2;website;13;-1;72177;Desktop;Windows;Firefox;2;Serris/Disney
12;115;3;live;9;-1;458;Desktop;Windows;Chrome;1;Louvre
13;100;3;facebook;9;-1;485;Desktop;Windows;Chrome;1;Claye Souilly
14;164;3;website;9;-1;179;Mobile;iOS;Mobile Safari;1;Rue de Provence
15;121;3;website;9;-1;516;Desktop;Windows;Chrome;1;Passy
16;184;3;website;10;-1;532;Desktop;Windows;Chrome;1;Serris/Disney
17;180;3;facebook;11;-1;825;Desktop;Windows;Chrome;1;La Défense
18;199;3;website;11;-1;338;Desktop;Mac OS X;Safari;1;Rue Du Depart
19;119;3;facebook;11;-1;911;Desktop;Windows;Chrome;2;La Défense
20;136;3;facebook;11;5;725;Mobile;Android;Facebook;1;Val-d'Oise
21;82;3;website;11;-1;424;Mobile;Android;Facebook;1;Passy
22;0;3;facebook;11;-1;195;Mobile;Android;Facebook;1;None
23;99;3;facebook;11;-1;280;Mobile;Android;Facebook;1;Paris - Est
24;92;3;facebook;12;-1;965;Mobile;iOS;Facebook;1;Val-d'Oise
25;123;3;facebook;12;-1;617;Mobile;iOS;Facebook;1;Paris - Est
26;152;3;website;12;4;318;Mobile;iOS;Mobile Safari;1;Montparnasse
27;169;3;website;12;-1;385;Mobile;Android;Samsung Internet;1;Montparnasse
28;137;3;facebook;12;5;551;Mobile;Android;Facebook;1;Paris - Est
29;187;3;facebook;12;-1;187;Mobile;iOS;Facebook;1;Val-d'Oise
30;146;3;website;12;-1;476;Mobile;iOS;Mobile Safari;1;Commerce
31;142;3;google;12;-1;508;Mobile;iOS;Mobile Safari;1;La Défense
32;74;3;website;13;-1;861;Desktop;Windows;Chrome;1;La Défense
33;98;3;letudiant;13;-1;547;Desktop;Windows;Firefox;1;Rue de Provence
34;0;3;website;8;-1;320;Desktop;Windows;Firefox;1;None
35;0;4;website;23;-1;462;Desktop;Windows;Chrome;1;None
36;200;2;website;14;-1;274;Mobile;Android;Samsung Internet;1;Vincennes
37;219;2;Indeed;14;4;448;Desktop;Windows;Chrome;1;La Défense
38;0;2;facebook;15;-1;296;Mobile;Android;Chrome Mobile;1;None
39;149;2;letudiant;15;-1;718;Desktop;Windows;Chrome;1;Passy
40;120;2;letudiant;15;-1;711;Mobile;Android;Chrome Mobile;1;Avenue De Choisy
41;169;2;website;15;-1;250;Desktop;Windows;Chrome;1;Commerce
42;97;2;facebook;15;-1;260;Mobile;iOS;Facebook;1;Convention
43;101;2;facebook;15;5;1056;Desktop;Mac OS X;Safari;1;Paris - Est
44;119;2;facebook;15;4;421;Mobile;Android;Facebook;1;Montparnasse
45;144;2;website;15;5;1125;Mobile;Android;Chrome Mobile;1;Montparnasse
46;157;2;website;16;-1;367;Desktop;Windows;Firefox;1;Vincennes
47;116;2;android;16;-1;739;Mobile;Android;Chrome Mobile;1;Champs Élysées Avenue
48;193;2;google;16;-1;541;Mobile;iOS;Mobile Safari;1;La Défense
49;0;2;facebook;16;-1;177;Mobile;iOS;Facebook;1;None
50;61;2;website;16;-1;420;Desktop;Other;Other;1;Val-d'Oise
51;105;2;letudiant;16;-1;726;Mobile;iOS;Mobile Safari;1;Rueil-Malmaison
52;205;2;website;17;-1;419;Desktop;Mac OS X;Firefox;1;Austerlitz
53;119;2;facebook;17;5;566;Mobile;Android;Facebook;1;Montparnasse
54;159;2;website;17;-1;217;Desktop;Mac OS X;Safari;1;Val-d'Oise
55;145;2;website;17;-1;421;Mobile;Android;Chrome Mobile;1;Serris/Disney
56;122;2;website;17;-1;170;Desktop;Mac OS X;Chrome;1;Wagram
57;169;2;google;17;-1;282;Desktop;Windows;Chrome;1;Victor Hugo
58;148;2;website;17;1;425;Mobile;Android;Facebook;1;Val-d'Oise
59;77;2;website;18;5;737;Desktop;Mac OS X;Chrome;1;La Défense
60;57;2;website;18;-1;214;Mobile;Android;Chrome Mobile;1;Lyon intramuros
61;118;2;facebook;18;-1;287;Mobile;Android;Facebook;1;Paris - Est
62;84;2;website;18;-1;352;Desktop;Windows;Firefox;1;Paris - Est
63;72;2;website;18;-1;329;Tablet;Android;Facebook;1;Bussy-Saint-Georges
64;80;2;website;19;-1;209;Mobile;iOS;Mobile Safari;1;Val-d'Oise
65;139;2;google;19;-1;466;Mobile;iOS;Mobile Safari;1;Rue de Provence
66;157;2;facebook;19;-1;337;Mobile;iOS;Facebook;1;Paris - Est
67;96;2;website;19;-1;191;Mobile;Android;Chrome Mobile;1;Tassin
68;0;2;website;19;-1;172;Mobile;iOS;Mobile Safari;1;None
69;201;2;website;20;-1;501;Desktop;Windows;Chrome;1;La Défense
70;170;2;facebook;20;-1;516;Mobile;iOS;Facebook;1;Lyon intramuros
71;105;2;letudiant;20;-1;258;Mobile;iOS;Mobile Safari;1;Paris - Est
72;114;2;facebook;21;-1;247;Mobile;Android;Facebook;1;Serris/Disney
73;140;2;google;21;4;316;Desktop;Windows;Chrome;1;Civrieux-d'Azergues
74;140;2;website;21;-1;631;Mobile;iOS;Mobile Safari;1;Paris - Est
75;114;2;facebook;21;-1;351;Mobile;iOS;Facebook;1;Vincennes
76;115;2;facebook;22;-1;196;Mobile;iOS;Facebook;1;Beaugrenelle
77;185;2;live;22;-1;40064;Mobile;iOS;Facebook;2;Paris - Est
78;100;2;facebook;22;-1;191;Mobile;iOS;Facebook;1;Paris - Est
79;133;2;facebook;22;4;226;Mobile;Android;Facebook;1;Chelles
80;125;2;facebook;22;-1;258;Mobile;iOS;Facebook;1;Passy
81;137;2;website;22;-1;330;Desktop;Windows;Chrome;1;Louvre
82;0;2;website;23;-1;117;Desktop;Windows;Chrome;1;None
83;132;2;facebook;23;-1;1199;Mobile;iOS;Facebook;1;Paris - Est
84;81;2;facebook;23;-1;209;Mobile;iOS;Facebook;1;Paris - Est
85;119;3;website;2;-1;372;Mobile;iOS;Mobile Safari;1;Val-d'Oise
86;0;1;website;19;-1;290;Desktop;Windows;Chrome;1;None
87;120;6;facebook;15;-1;221;Mobile;Android;Facebook;1;La Défense
88;65;6;website;15;5;402;Mobile;Android;Chrome Mobile;1;Champs-sur-Marne
89;106;6;google;16;5;510;Desktop;Windows;Chrome;1;Tassin
90;133;6;google;15;-1;1140;Desktop;Windows;Chrome;1;Champs Élysées Avenue
91;142;6;google;16;-1;198;Desktop;Windows;Chrome;1;Champs Élysées Galerie
92;128;6;google;16;-1;229;Desktop;Windows;Chrome;1;Paris - Est
93;133;6;google;16;-1;190;Desktop;Windows;Chrome;1;La Défense
94;133;6;google;16;-1;235;Desktop;Windows;Chrome;1;Val-d'Oise
95;140;6;facebook;16;3;290;Mobile;Android;Facebook;1;Commerce
96;0;6;website;16;-1;256;Mobile;Android;Chrome Mobile;1;None
97;137;6;website;17;-1;429;Desktop;Windows;Chrome;1;Rue de Provence
98;107;6;website;17;-1;767;Mobile;Android;Samsung Internet;1;Convention
99;147;6;website;17;4;512;Mobile;Android;Chrome Mobile;1;Vincennes
100;80;6;android;12;-1;16731;Desktop;Windows;Chrome;2;Serris/Disney
101;240;6;website;17;-1;5542;Desktop;Windows;Chrome;3;Paris - Est
102;199;6;google;18;-1;337;Desktop;Windows;Chrome;1;Champs-sur-Marne
103;121;6;google;18;-1;271;Mobile;Android;Chrome Mobile;1;Rue de Provence
104;82;6;website;18;-1;193;Mobile;iOS;Mobile Safari;1;Tassin
105;0;5;website;5;-1;49298;Mobile;iOS;Mobile Safari;2;None
106;98;6;facebook;18;-1;360;Mobile;iOS;Facebook;1;Claye Souilly
107;55;6;website;19;-1;456;Desktop;Windows;Firefox;1;Commerce
108;180;6;live;16;-1;11250;Mobile;iOS;Mobile Safari;2;La Défense
109;0;6;facebook;20;-1;344;Mobile;iOS;Facebook;1;None
110;112;6;facebook;20;-1;341;Mobile;Android;Facebook;1;Champs Élysées Avenue
111;142;6;facebook;20;-1;253;Mobile;Android;Facebook;1;Convention
112;155;6;google;20;-1;289;Desktop;Windows;Chrome;1;Civrieux-d'Azergues
113;120;6;website;20;-1;366;Desktop;Windows;Opera;1;Val-d'Oise
114;81;6;facebook;21;-1;233;Mobile;iOS;Facebook;1;Chelles
115;169;6;facebook;21;-1;761;Desktop;Windows;Chrome;1;Serris/Disney
116;62;6;letudiant;21;-1;313;Mobile;iOS;Mobile Safari;1;Beaugrenelle
117;130;6;facebook;21;-1;883;Mobile;Android;Facebook;2;Beaugrenelle
118;93;6;website;21;-1;260;Mobile;iOS;Mobile Safari;1;La Défense
119;85;6;facebook;22;-1;278;Mobile;iOS;Facebook;1;Nationale
120;47;6;facebook;22;-1;349;Mobile;Android;Facebook;1;Val-d'Oise
121;107;6;website;22;-1;1070;Mobile;Android;Chrome Mobile;1;Louvre
122;132;6;google;22;-1;358;Mobile;iOS;Mobile Safari;1;Bussy-Saint-Georges
123;115;6;website;22;-1;504;Mobile;iOS;Mobile Safari;1;Val-d'Oise
124;70;6;website;22;-1;405;Desktop;Windows;Firefox;1;Passy
125;122;6;facebook;23;-1;611;Mobile;iOS;Facebook;1;Val-d'Oise
126;149;6;website;23;-1;744;Mobile;iOS;Mobile Safari;1;Val-d'Oise
127;159;6;facebook;23;-1;374;Mobile;iOS;Facebook;1;Torcy
128;182;6;facebook;23;-1;234;Mobile;iOS;Facebook;1;Victor Hugo
129;114;6;website;23;-1;407;Desktop;Windows;Chrome;1;Paris - Est
130;27;0;website;0;-1;276;Mobile;iOS;Mobile Safari;1;Rue de Provence
131;34;0;website;0;-1;280;Mobile;iOS;Mobile Safari;1;Champs Élysées Avenue
132;116;0;facebook;1;-1;360;Mobile;Android;Facebook;1;Vincennes
133;152;0;facebook;1;3;357;Mobile;Android;Facebook;1;Champs Élysées Galerie
134;40;0;google;1;5;266;Desktop;Windows;Chrome;1;Paris - Est
135;105;0;facebook;1;-1;285;Mobile;iOS;Facebook;1;Vincennes
136;207;0;website;1;1;372;Desktop;Windows;Firefox;1;Chelles
137;75;0;facebook;2;-1;325;Mobile;Android;Facebook;1;Rue de Provence
138;85;0;website;2;-1;240;Mobile;iOS;Mobile Safari;1;Nanterre Préfecture
139;0;0;website;2;-1;107;Mobile;iOS;Mobile Safari;1;None
140;77;0;website;2;-1;530;Mobile;Android;Chrome Mobile;1;La Défense
141;164;0;facebook;4;-1;321;Mobile;iOS;Facebook;1;Vincennes
142;134;0;facebook;6;-1;218;Mobile;iOS;Facebook;1;Paris - Est
143;90;0;website;7;-1;444;Mobile;Android;Chrome Mobile;1;Avenue De Choisy
144;0;0;website;9;-1;391;Mobile;iOS;Mobile Safari;1;None
145;72;0;google;9;4;641;Mobile;Android;Chrome Mobile;1;Chelles
146;120;0;google;9;-1;336;Desktop;Chrome OS;Chrome;1;Lyon intramuros
147;169;0;google;9;-1;692;Desktop;Chrome OS;Chrome;1;Lyon intramuros
148;189;0;website;10;-1;735;Mobile;Android;Samsung Internet;1;Convention
149;175;6;live;11;-1;83465;Desktop;Windows;Chrome;2;Val-d'Oise
150;97;0;website;10;5;409;Mobile;Android;Chrome Mobile;1;Lagny-sur-Marne
151;191;0;letudiant;10;4;366;Desktop;Windows;Chrome;1;Paris - Est
152;135;0;facebook;10;-1;373;Desktop;Windows;Chrome;1;Montparnasse
153;140;0;facebook;10;-1;190;Desktop;Windows;Chrome;1;Montparnasse
154;132;0;facebook;11;-1;180;Mobile;iOS;Facebook;1;Paris - Est
155;110;0;website;11;-1;254;Mobile;Android;Chrome Mobile;1;Paris - Est
156;184;0;facebook;11;-1;367;Mobile;Android;Facebook;1;La Défense
157;132;0;google;11;-1;2925;Desktop;Windows;Chrome;2;Louvre
158;172;0;website;12;-1;470;Desktop;Mac OS X;Chrome;1;Wagram
159;159;0;facebook;12;5;633;Desktop;Windows;Chrome;1;Montparnasse
160;75;0;website;12;-1;309;Desktop;Windows;Chrome;1;Bussy-Saint-Georges
161;116;0;website;12;-1;402;Mobile;Android;Chrome Mobile;1;Bussy-Saint-Georges
162;116;0;letudiant;12;-1;273;Desktop;Windows;Chrome;1;Paris - Est
163;112;0;facebook;12;-1;484;Mobile;iOS;Facebook;1;Rue de Provence
164;96;0;website;13;-1;292;Mobile;iOS;Mobile Safari;1;Louvre
165;117;0;facebook;13;-1;1784;Mobile;Android;Facebook;2;Paris - Est
166;212;0;website;13;-1;260;Mobile;Android;Chrome Mobile;1;Chelles
167;67;0;website;14;-1;404;Desktop;Mac OS X;Safari;1;Champagne-au-Mont d'Or
168;169;0;google;14;-1;248;Mobile;Android;Chrome Mobile;1;Lyon intramuros
169;170;0;website;14;-1;303;Tablet;Android;Chrome;1;Victor Hugo
170;171;0;facebook;15;4;383;Desktop;Mac OS X;Chrome;1;Paris - Est
171;92;0;website;15;-1;590;Desktop;Mac OS X;Safari;1;Tassin
172;72;0;website;15;-1;262;Desktop;Mac OS X;Safari;1;Lyon intramuros
173;79;0;website;16;-1;533;Mobile;Android;Chrome Mobile;1;Rue de Provence
174;197;0;website;16;-1;777;Desktop;Windows;Chrome;1;Convention
175;122;0;letudiant;16;-1;803;Desktop;Windows;Chrome;1;Val-d'Oise
176;199;0;website;17;-1;316;Desktop;Windows;Firefox;1;Wagram
177;125;0;facebook;17;-1;603;Mobile;iOS;Facebook;1;Rue de Provence
178;192;0;facebook;17;-1;249;Mobile;iOS;Facebook;1;Val-d'Oise
179;0;0;website;18;-1;200;Mobile;Android;Chrome Mobile;1;None
180;202;0;website;18;-1;252;Desktop;Windows;Edge;1;Val-d'Oise
181;65;0;facebook;19;-1;662;Mobile;Android;Facebook;1;Chelles
182;113;0;google;19;5;175;Desktop;Windows;Chrome;1;Val-d'Oise
183;101;0;google;19;5;153;Desktop;Windows;Chrome;1;Nanterre Préfecture
184;146;0;facebook;19;5;809;Desktop;Windows;Firefox;1;Louvre
185;117;0;google;19;5;165;Desktop;Windows;Chrome;1;Rue de Provence
186;129;0;facebook;19;-1;285;Mobile;Android;Facebook;1;Val-d'Oise
187;126;0;website;19;4;397;Desktop;Mac OS X;Safari;1;Commerce
188;126;0;website;19;-1;250;Desktop;Mac OS X;Safari;1;Montparnasse
189;159;0;facebook;19;-1;295;Mobile;Android;Chrome Mobile;1;Commerce
190;146;0;letudiant;19;-1;604;Mobile;iOS;UC Browser;1;Paris - Est
191;81;0;website;19;4;650;Desktop;Windows;Edge;1;Louvre
192;82;0;website;20;-1;354;Mobile;Android;Chrome Mobile;1;Paris - Est
193;221;0;facebook;20;-1;190;Desktop;Windows;Chrome;1;Vincennes
194;157;0;letudiant;20;-1;426;Desktop;Windows;Chrome;1;Chelles
195;82;0;facebook;20;-1;478;Mobile;Android;Facebook;1;Paris - Est
196;199;0;google;20;-1;8748;Desktop;Windows;Firefox;3;Paris - Est
197;158;0;website;20;-1;271;Desktop;Windows;Chrome;1;Porte St-Cloud
198;140;0;website;20;-1;330;Mobile;Android;Facebook;1;Paris - Est
199;83;0;website;21;-1;968;Mobile;iOS;Facebook;1;Paris - Est
200;180;0;facebook;22;-1;346;Mobile;Android;Facebook;1;Louvre
201;136;0;website;21;5;57308;Mobile;Android;Facebook;3;Passy
202;195;0;facebook;23;-1;293;Mobile;iOS;Facebook;1;Commerce
203;154;0;letudiant;23;-1;407;Desktop;Mac OS X;Safari;1;La Défense
204;127;1;facebook;0;-1;455;Mobile;Android;Facebook;1;Val-d'Oise
205;195;1;google;2;-1;331;Mobile;iOS;Mobile Safari;1;Paris - Est
206;83;1;website;2;5;465;Mobile;iOS;Mobile Safari;1;Paris - Est
207;116;1;website;3;5;508;Mobile;Android;Chrome Mobile;1;Val-d'Oise
208;46;1;facebook;5;-1;460;Mobile;Android;Chrome Mobile;1;Avenue De Choisy
209;160;1;website;5;-1;476;Mobile;iOS;Mobile Safari;1;Vincennes
210;0;1;facebook;7;-1;185;Mobile;Android;Facebook;1;None
211;96;1;website;7;5;1391;Desktop;Windows;Chrome;1;Serris/Disney
212;152;1;google;7;-1;520;Desktop;Windows;Firefox;1;Beaugrenelle
213;112;1;google;7;-1;236;Desktop;Windows;Firefox;1;Austerlitz
214;88;1;website;8;-1;193;Mobile;Android;Chrome Mobile;1;Lyon intramuros
215;88;1;facebook;8;-1;222;Mobile;Android;Facebook;1;Val-d'Oise
216;170;1;facebook;8;-1;307;Mobile;iOS;Facebook;1;Val-d'Oise
217;220;1;google;8;4;426;Mobile;Android;Chrome Mobile;1;Lyon intramuros
218;122;1;website;8;-1;425;Desktop;Windows;Firefox;1;Rue de Provence
219;125;1;google;9;1;346;Desktop;Windows;Chrome;1;La Défense
220;0;1;facebook;9;-1;140;Mobile;Android;Facebook;1;None
221;87;1;website;9;-1;258;Desktop;Windows;Chrome;1;Victor Hugo
222;139;1;letudiant;10;-1;305;Desktop;Windows;Chrome;1;Vincennes
223;135;1;website;10;-1;541;Desktop;Windows;Chrome;1;Victor Hugo
224;104;1;letudiant;10;-1;550;Desktop;Windows;Opera;1;Austerlitz
225;85;1;facebook;10;-1;532;Mobile;iOS;Facebook;1;Claye Souilly
226;76;1;website;10;-1;940;Mobile;iOS;Mobile Safari;1;Rue de Provence
227;140;1;facebook;10;-1;505;Mobile;iOS;Facebook;1;Nationale
228;92;1;facebook;11;-1;854;Mobile;iOS;Facebook;1;Commerce
229;157;3;website;8;-1;9132;Desktop;Windows;Chrome;2;La Défense
230;46;1;facebook;11;5;499;Mobile;Android;Facebook;1;Paris - Est
231;223;1;letudiant;11;4;31363;Desktop;Windows;Chrome;2;La Défense
232;75;1;website;12;-1;742;Mobile;iOS;Mobile Safari;1;Lognes
233;110;1;facebook;12;5;576;Mobile;Android;Facebook;1;Serris/Disney
234;182;1;website;12;-1;234;Mobile;iOS;Mobile Safari;1;La Défense
235;75;1;website;12;-1;298;Mobile;iOS;Mobile Safari;1;Paris - Est
236;82;1;website;12;-1;482;Mobile;Android;Chrome Mobile;1;Paris - Est
237;142;1;google;13;-1;371;Desktop;Mac OS X;Safari;1;Vincennes
238;124;1;letudiant;13;4;781;Desktop;Windows;Chrome;1;Vincennes
239;114;1;website;13;4;239;Desktop;Windows;Chrome;1;Vincennes
240;132;1;google;14;-1;314;Desktop;Windows;Chrome;1;Paris - Est
241;209;1;website;14;-1;563;Desktop;Mac OS X;Safari;1;Austerlitz
242;152;1;google;14;-1;330;Desktop;Windows;Chrome;1;Paris - Est
243;55;1;website;14;-1;201;Tablet;Android;Chrome;1;Tassin
244;122;1;website;13;-1;4005;Desktop;Mac OS X;Safari;2;Lognes
245;157;1;facebook;14;-1;345;Mobile;Android;Facebook;1;Vincennes
246;181;1;google;14;5;2132;Desktop;Mac OS X;Safari;3;Paris - Est
247;106;1;website;14;-1;410;Mobile;iOS;Mobile Safari;1;Champs Élysées Avenue
248;127;1;facebook;15;-1;200;Mobile;Android;Facebook;1;Val-d'Oise
249;142;1;letudiant;15;-1;470;Mobile;Android;Chrome Mobile;1;Lyon intramuros
250;195;2;website;22;-1;63533;Mobile;Android;Chrome Mobile;3;Chelles
251;50;1;letudiant;16;-1;222;Desktop;Mac OS X;Firefox;1;Paris - Est
252;129;1;letudiant;16;-1;269;Mobile;iOS;Mobile Safari;1;Paris - Est
253;68;1;google;16;-1;545;Desktop;Windows;Chrome;1;Lyon intramuros
254;105;1;letudiant;17;-1;2244;Desktop;Windows;Chrome;2;La Défense
255;32;1;facebook;17;-1;368;Mobile;iOS;Facebook;1;La Défense
256;120;1;website;17;-1;320;Desktop;Windows;Chrome;1;Claye Souilly
257;105;1;facebook;17;-1;336;Mobile;Android;Facebook;1;La Défense
258;109;1;facebook;17;-1;272;Mobile;iOS;Facebook;1;Champs-sur-Marne
259;165;1;facebook;17;-1;210;Mobile;iOS;Mobile Safari;1;Commerce
260;134;1;facebook;17;-1;148;Mobile;iOS;Facebook;1;Paris - Est
261;0;1;google;18;-1;270;Desktop;Windows;Chrome;1;None
262;199;1;website;18;-1;219;Mobile;iOS;Mobile Safari;1;Commerce
263;144;1;facebook;18;-1;228;Mobile;iOS;Facebook;1;Austerlitz
264;82;1;facebook;18;-1;734;Mobile;Android;Facebook;1;Paris - Est
265;155;1;google;19;-1;314;Mobile;iOS;Mobile Safari;1;La Défense
266;181;1;google;19;-1;594;Desktop;Mac OS X;Safari;1;Avenue De Choisy
267;142;1;facebook;20;-1;383;Mobile;iOS;Facebook;1;Val-d'Oise
268;0;1;facebook;20;-1;199;Desktop;Mac OS X;Safari;1;None
269;82;1;website;20;-1;364;Desktop;Windows;Chrome;1;Val-d'Oise
270;90;1;facebook;20;-1;644;Mobile;Android;Facebook;1;Convention
271;191;1;letudiant;21;-1;276;Desktop;Windows;Chrome;1;Victor Hugo
272;80;1;website;21;5;1352;Mobile;Android;Facebook;1;Victor Hugo
273;161;1;website;21;3;70511;Mobile;Android;Facebook;2;Champs Élysées Galerie
274;163;1;facebook;21;-1;433;Mobile;Android;Chrome Mobile;1;Rue de Provence
275;200;1;facebook;22;-1;277;Tablet;iOS;Facebook;1;Val-d'Oise
276;45;1;facebook;23;-1;223;Mobile;Android;Facebook;1;Val-d'Oise
277;155;1;facebook;23;1;778;Mobile;Android;Facebook;1;Louvre
278;0;1;facebook;23;-1;354;Mobile;iOS;Facebook;1;None
279;122;1;website;23;-1;204;Mobile;iOS;Mobile Safari;1;Lyon intramuros
280;74;2;facebook;1;-1;442;Mobile;iOS;Facebook;1;Vincennes
281;0;2;website;2;-1;424;Desktop;Windows;Chrome;1;None
282;147;2;facebook;3;-1;398;Mobile;iOS;Facebook;1;Louvre
283;82;2;website;5;-1;494;Mobile;Android;Chrome Mobile;1;Commerce
284;105;2;facebook;6;-1;404;Desktop;Windows;Chrome;1;Val-d'Oise
285;137;2;facebook;7;5;694;Mobile;Android;Facebook;1;La Défense
286;0;2;facebook;7;-1;190;Desktop;Windows;Chrome;1;None
287;0;2;website;7;-1;164;Mobile;Android;Chrome Mobile;1;None
288;88;2;letudiant;8;-1;275;Desktop;Windows;Chrome;1;Avenue De Choisy
289;90;2;facebook;8;-1;297;Mobile;Android;Chrome Mobile;1;Austerlitz
290;168;6;website;13;5;68772;Desktop;Windows;Chrome;1;Lyon intramuros
291;141;2;website;8;-1;722;Desktop;Windows;Firefox;1;Lagny-sur-Marne
292;155;2;website;8;-1;1103;Desktop;Windows;Chrome;1;Rue de Provence
293;160;2;google;8;-1;319;Mobile;iOS;Mobile Safari;1;Claye Souilly
294;105;2;website;9;4;2137;Desktop;Windows;Chrome;2;La Défense
295;88;2;facebook;9;3;561;Mobile;Android;Facebook;1;Val-d'Oise
296;87;2;website;9;-1;1264;Desktop;Windows;Chrome;2;Paris - Est
297;126;2;website;10;-1;690;Tablet;iOS;Facebook;1;Louvre
298;77;2;facebook;10;5;1060;Mobile;Android;Facebook;1;Rueil-Malmaison
299;104;2;letudiant;10;-1;854;Mobile;Android;Samsung Internet;1;Rue de Provence
300;157;2;website;10;-1;761;Desktop;Windows;Firefox;1;Nanterre Préfecture
301;135;2;google;10;-1;339;Desktop;Mac OS X;Chrome;1;Rue Du Depart
302;147;2;google;10;-1;216;Desktop;Mac OS X;Chrome;1;Louvre
303;149;2;google;10;-1;554;Desktop;Windows;Chrome;1;Nanterre Rn13
304;138;2;google;10;-1;158;Desktop;Mac OS X;Chrome;1;Saint Germain
305;127;2;google;10;-1;193;Desktop;Mac OS X;Chrome;1;Montparnasse
306;0;2;website;11;-1;145;Mobile;Android;Facebook;1;None
307;171;2;google;11;-1;221;Desktop;Mac OS X;Chrome;1;Convention
308;79;2;android;9;-1;6979;Mobile;Android;Facebook;2;Rue de Provence
309;139;2;facebook;11;-1;621;Mobile;iOS;Facebook;1;Paris - Est
310;70;2;facebook;11;4;324;Desktop;Windows;Chrome;1;Nationale
311;155;2;facebook;11;-1;525;Mobile;iOS;Facebook;1;Paris - Est
312;130;2;facebook;11;-1;291;Mobile;Android;Chrome Mobile;1;Victor Hugo
313;202;2;website;11;-1;319;Mobile;iOS;Mobile Safari;1;Louvre
314;90;2;website;12;5;1458;Desktop;Windows;Chrome;1;Bussy-Saint-Georges
315;157;2;google;12;-1;367;Mobile;iOS;Mobile Safari;1;Paris - Est
316;77;2;website;12;-1;230;Desktop;Mac OS X;Safari;1;Paris - Est
317;405;2;google;13;-1;2703;Desktop;Windows;Chrome;1;Louvre
318;100;2;google;13;-1;305;Mobile;iOS;Mobile Safari;1;Louvre
319;117;2;website;13;-1;346;Mobile;Android;Chrome Mobile;1;Avenue De Choisy
320;158;2;letudiant;13;-1;455;Desktop;Windows;Chrome;1;Vincennes
321;142;2;google;14;-1;251;Desktop;Windows;Firefox;1;Paris - Est
322;100;2;website;14;-1;247;Desktop;Mac OS X;Chrome;1;Val-d'Oise
323;159;2;facebook;14;4;312;Desktop;Windows;Chrome;1;Val-d'Oise
324;164;2;website;14;-1;428;Desktop;Mac OS X;Safari;1;Lyon intramuros
325;97;1;website;8;-1;13617;Desktop;Windows;Chrome;3;Paris - Est
326;114;1;website;11;-1;435;Desktop;Windows;Chrome;1;Val-d'Oise
327;116;1;google;11;-1;346;Mobile;iOS;Mobile Safari;1;La Défense
328;126;1;website;12;5;1029;Mobile;Android;Chrome Mobile;1;Passy
329;193;1;website;12;-1;173;Mobile;Android;Samsung Internet;1;Val-d'Oise
330;139;1;google;12;4;250;Desktop;Windows;Chrome;1;Saint Germain
331;195;1;google;12;-1;271;Desktop;Windows;Chrome;1;Austerlitz
332;145;1;website;12;-1;273;Mobile;iOS;Mobile Safari;1;Val-d'Oise
333;0;1;website;13;-1;200;Desktop;Windows;Firefox;1;None
334;55;1;google;13;-1;259;Desktop;Windows;Firefox;1;Val-d'Oise
335;0;1;google;13;-1;508;Desktop;Windows;Firefox;1;None
336;69;1;website;13;-1;251;Desktop;Windows;Firefox;1;Nanterre Préfecture
337;145;1;website;13;-1;860;Desktop;Windows;Chrome;1;Louvre
338;67;1;website;13;-1;490;Desktop;Mac OS X;Safari;1;Commerce
339;69;1;website;13;-1;311;Mobile;Android;Chrome Mobile;1;Vincennes
340;72;1;google;14;-1;313;Mobile;Android;Chrome Mobile;1;Paris - Est
341;150;1;website;12;5;7951;Desktop;Mac OS X;Safari;2;Paris - Est
342;145;1;website;12;-1;5449;Mobile;iOS;Mobile Safari;2;Val-d'Oise
343;137;4;website;10;-1;14302;Mobile;iOS;Mobile Safari;2;la défense
344;160;1;website;14;-1;699;Desktop;Windows;Chrome;1;Val-d'Oise
345;87;1;website;14;-1;335;Desktop;Mac OS X;Safari;1;Vincennes
346;122;1;website;15;-1;579;Desktop;Windows;Chrome;1;Vincennes
347;150;1;website;15;-1;632;Desktop;Windows;Firefox;1;Lognes
348;68;1;website;15;-1;501;Mobile;iOS;Mobile Safari;1;Paris - Est
349;130;1;website;15;-1;456;Tablet;Android;Chrome;1;Paris - Est
350;131;1;website;15;-1;382;Desktop;Mac OS X;Safari;1;La Défense
351;98;1;website;15;-1;911;Desktop;Mac OS X;Chrome;1;Vincennes
352;105;1;website;16;-1;191;Desktop;Windows;Chrome;1;Val-d'Oise
