;score;day;origin;time;np;duration;device;osys;browser;nbsessions;location
3874;129;5;website;17;-1;157;Mobile;Android;Chrome Mobile;1;val-d'oise
3875;216;5;website;17;-1;504;Tablet;Android;Chrome;1;louvre
3876;189;5;android;15;-1;8975;Mobile;Android;Chrome Mobile;3;louvre
3877;144;5;website;18;-1;559;Mobile;Android;Chrome Mobile;1;la défense
3878;81;5;letudiant;19;-1;860;Mobile;Android;Chrome Mobile;1;paris - est
3879;90;5;website;19;1;528;Mobile;Android;Chrome Mobile;1;paris - est
3880;199;5;website;20;-1;517;Mobile;Android;Chrome Mobile;1;civrieux-d'azergues
3881;56;5;website;20;-1;385;Desktop;Windows;Chrome;1;champs élysées avenue
3882;209;5;website;20;-1;217;Desktop;Windows;Chrome;1;champs-sur-marne
3883;194;5;website;20;-1;374;Desktop;Windows;Chrome;1;champs-sur-marne
3884;162;5;website;20;-1;399;Desktop;Windows;Chrome;1;louvre
3885;199;5;google;20;-1;596;Desktop;Windows;Chrome;1;nanterre préfecture
3886;169;5;website;20;-1;660;Mobile;Android;Chrome Mobile;1;val-d'oise
3887;91;5;website;15;-1;19838;Mobile;Android;Chrome Mobile;2;paris - est
3888;169;5;website;21;-1;279;Mobile;Android;Chrome Mobile;1;val-d'oise
3889;169;5;website;21;-1;1112;Desktop;Windows;Chrome;1;champs élysées galerie
3890;164;5;website;21;-1;597;Mobile;Android;Samsung Internet;1;val-d'oise
3891;134;5;letudiant;22;-1;2259;Desktop;Windows;Chrome;2;convention
3892;214;5;website;22;-1;1911;Desktop;Windows;Chrome;1;paris - est
3893;162;5;website;18;-1;19728;Mobile;iOS;Mobile Safari;2;nanterre préfecture
3894;55;6;website;5;-1;312;Mobile;iOS;Mobile Safari;1;champs-sur-marne
3895;70;6;letudiant;6;-1;241;Mobile;iOS;Mobile Safari;1;val-d'oise
3896;144;6;website;7;-1;326;Mobile;Android;Chrome Mobile;1;montparnasse
3897;0;6;google;7;-1;3129;Desktop;Windows;Firefox;2;None
3898;125;6;website;8;5;460;Desktop;Mac OS X;Safari;1;val-d'oise
3899;119;6;website;8;5;419;Desktop;Mac OS X;Safari;1;paris - est
3900;0;6;website;8;1;602;Mobile;Android;Chrome Mobile;1;None
3901;139;6;website;8;-1;354;Mobile;Android;Chrome Mobile;1;serris/disney
3902;129;6;website;9;-1;187;Mobile;Android;Chrome Mobile;1;val-d'oise
3903;154;6;website;9;-1;548;Mobile;Android;Chrome Mobile;1;convention
3904;116;6;website;9;-1;448;Mobile;iOS;Mobile Safari;1;rue du depart
3905;120;6;website;9;-1;436;Mobile;Android;Chrome Mobile;1;nanterre préfecture
3906;72;6;android;10;-1;504;Mobile;Android;Chrome Mobile;1;austerlitz
3907;132;6;website;10;-1;1001;Desktop;Windows;Firefox;1;louvre
3908;169;6;website;10;-1;737;Desktop;Windows;Chrome;1;la défense
3909;230;6;google;10;-1;614;Desktop;Windows;Firefox;1;val-d'oise
3910;115;6;website;10;-1;339;Mobile;Android;Chrome Mobile;1;champs élysées avenue
3911;192;6;website;10;-1;399;Desktop;Mac OS X;Chrome;1;val-d'oise
3912;252;6;website;11;-1;794;Mobile;Android;Chrome Mobile;1;paris - est
3913;0;6;website;11;-1;163;Mobile;Android;Chrome Mobile;1;None
3914;124;6;letudiant;11;-1;699;Desktop;Windows;Chrome;1;la défense
3915;125;6;google;11;-1;435;Desktop;Windows;Firefox;1;lyon intramuros
3916;155;6;website;12;-1;1427;Desktop;Windows;Chrome;1;serris/disney
3917;234;6;website;13;-1;302;Mobile;iOS;Mobile Safari;1;paris - est
3918;0;6;google;13;-1;426;Mobile;Android;Chrome Mobile;1;None
3919;0;6;website;13;-1;603;Desktop;Windows;Chrome;1;None
3920;190;6;website;13;-1;353;Mobile;Android;Chrome Mobile;1;austerlitz
3921;15;6;website;13;-1;377;Mobile;Android;Chrome Mobile;1;rue de provence
3922;174;6;website;13;-1;226;Mobile;iOS;Mobile Safari;1;vincennes
3923;200;6;website;13;4;601;Mobile;Android;Chrome Mobile;1;nanterre préfecture
3924;134;6;letudiant;14;-1;375;Desktop;Windows;Firefox;1;commerce
3925;92;6;letudiant;13;-1;1860;Desktop;Windows;Chrome;1;beaugrenelle
3926;134;6;website;14;-1;192;Mobile;iOS;Mobile Safari;1;la défense
3927;32;6;website;14;-1;214;Mobile;iOS;Mobile Safari;1;val-d'oise
3928;249;6;website;14;-1;646;Desktop;Windows;Chrome;1;beaugrenelle
3929;182;6;website;14;-1;443;Mobile;iOS;Chrome Mobile iOS;1;champs élysées avenue
3930;123;6;website;14;-1;884;Mobile;Android;Chrome Mobile;1;rue de provence
3931;86;6;website;14;-1;644;Desktop;Windows;Chrome;1;louvre
3932;182;6;letudiant;15;-1;659;Desktop;Windows;Chrome;1;nanterre rn13
3933;147;6;website;16;-1;219;Mobile;Android;Chrome Mobile;1;porte st-cloud
3934;83;6;website;16;-1;765;Mobile;Android;Chrome Mobile;1;champs élysées avenue
3935;199;6;google;16;-1;2197;Desktop;Windows;Chrome;2;montparnasse
3936;115;6;website;16;-1;734;Desktop;Mac OS X;Safari;1;val-d'oise
3937;102;6;website;16;-1;256;Desktop;Windows;Chrome;1;avenue de choisy
3938;197;6;website;17;-1;262;Desktop;Windows;Chrome;1;val-d'oise
3939;115;6;website;17;-1;1125;Desktop;Windows;Chrome;1;commerce
3940;105;6;website;17;-1;1449;Desktop;Mac OS X;Safari;2;val-d'oise
3941;77;6;website;17;-1;373;Desktop;Windows;Chrome;1;la défense
3942;170;6;google;17;-1;992;Desktop;Windows;Chrome;1;val-d'oise
3943;189;6;google;17;-1;418;Desktop;Windows;Chrome;1;paris - est
3944;90;6;google;18;-1;374;Desktop;Windows;Chrome;1;montparnasse
3945;134;6;letudiant;18;-1;637;Desktop;Windows;Chrome;1;paris - est
3946;46;6;google;18;-1;1242;Desktop;Windows;Chrome;2;la défense
3947;179;6;website;18;-1;442;Desktop;Mac OS X;Chrome;1;convention
3948;175;6;website;19;-1;947;Desktop;Windows;Firefox;1;lognes
3949;39;6;website;19;-1;849;Desktop;Windows;Chrome;1;lognes
3950;225;6;letudiant;19;-1;1468;Desktop;Windows;Firefox;1;commerce
3951;36;6;letudiant;19;-1;228;Mobile;iOS;Mobile Safari;1;claye souilly
3952;145;6;website;19;-1;2280;Desktop;Windows;Chrome;2;la défense
3953;112;6;website;20;-1;397;Mobile;Android;Chrome Mobile;1;paris - est
3954;0;6;google;20;-1;186;Mobile;Android;Chrome Mobile;1;None
3955;259;6;letudiant;20;-1;996;Desktop;Windows;Firefox;1;montparnasse
3956;145;6;website;20;-1;563;Desktop;Windows;Chrome;1;paris - est
3957;121;6;website;20;-1;306;Mobile;Android;Chrome Mobile;1;paris - est
3958;32;6;website;21;-1;305;Mobile;Android;Chrome Mobile;1;serris/disney
3959;89;6;google;21;-1;181;Desktop;Mac OS X;Chrome;1;lyon intramuros
3960;209;6;website;21;-1;651;Mobile;iOS;Mobile Safari;1;val-d'oise
3961;107;6;letudiant;21;-1;328;Tablet;Android;Chrome;1;la défense
3962;134;6;website;22;-1;356;Tablet;Android;Chrome;1;la défense
3963;144;6;google;22;-1;269;Mobile;iOS;Mobile Safari;1;lyon intramuros
3964;113;6;website;16;-1;23963;Desktop;Windows;Chrome;2;lyon intramuros
3965;177;6;google;23;-1;251;Mobile;Android;Chrome Mobile;1;val-d'oise
3966;212;6;website;23;-1;200;Mobile;Android;Chrome Mobile;1;val-d'oise
3967;139;6;website;23;-1;341;Desktop;Windows;Chrome;1;louvre
3968;86;6;website;23;-1;529;Tablet;iOS;Chrome Mobile iOS;1;wagram
3969;93;0;website;0;-1;512;Mobile;iOS;Mobile Safari;1;paris - est
3970;118;0;website;0;-1;782;Mobile;Android;Samsung Internet;1;louvre
3971;174;0;website;1;4;364;Desktop;Mac OS X;Safari;1;champs élysées avenue
3972;160;0;website;1;-1;314;Mobile;Android;Chrome Mobile;1;paris - est
3973;170;0;google;1;-1;763;Desktop;Windows;Chrome;1;paris - est
3974;163;5;website;15;-1;48795;Desktop;Ubuntu;Firefox;2;serris/disney
3975;153;0;google;6;-1;1201;Desktop;Mac OS X;Chrome;1;la défense
3976;129;0;letudiant;6;-1;432;Desktop;Mac OS X;Firefox;1;victor hugo
3977;79;0;google;7;-1;445;Mobile;Android;Chrome Mobile;1;rue de provence
3978;147;0;website;7;3;2014;Mobile;Android;Chrome Mobile;3;montparnasse
3979;70;0;website;7;5;595;Mobile;Android;Chrome Mobile;1;la défense
3980;129;0;google;8;-1;217;Mobile;Android;Chrome Mobile;1;la défense
3981;70;0;letudiant;8;-1;362;Desktop;Mac OS X;Safari;1;la défense
3982;151;0;website;8;-1;468;Desktop;Windows;Firefox;1;nanterre préfecture
3983;190;0;website;8;-1;378;Desktop;Windows;Chrome;1;val-d'oise
3984;85;0;letudiant;8;-1;327;Desktop;Mac OS X;Safari;1;avenue de choisy
3985;199;0;website;8;-1;653;Desktop;Windows;Chrome;1;victor hugo
3986;97;0;website;8;-1;425;Mobile;Android;Chrome Mobile;1;la défense
3987;187;0;website;8;-1;514;Desktop;Windows;Firefox;1;lyon intramuros
3988;65;0;letudiant;9;-1;670;Desktop;Windows;Chrome;1;champs-sur-marne
3989;66;0;website;9;-1;327;Mobile;iOS;Mobile Safari;1;val-d'oise
3990;127;0;website;9;-1;441;Mobile;iOS;Chrome Mobile iOS;1;val-d'oise
3991;151;0;website;9;-1;302;Mobile;Android;Chrome Mobile;1;chelles
3992;121;0;google;9;-1;323;Desktop;Windows;Chrome;1;la défense
3993;82;0;website;9;-1;251;Mobile;Android;Chrome Mobile;1;victor hugo
3994;244;0;letudiant;9;-1;353;Desktop;Windows;Chrome;1;val-d'oise
3995;238;0;website;9;-1;598;Desktop;Windows;Chrome;1;beaugrenelle
3996;117;0;google;9;-1;212;Desktop;Windows;Chrome;1;montparnasse
3997;187;0;website;9;-1;710;Desktop;Windows;Firefox;1;paris - est
3998;192;0;letudiant;9;-1;1161;Desktop;Windows;Firefox;1;lyon intramuros
3999;204;0;website;10;-1;647;Desktop;Windows;Firefox;1;rue de provence
4000;144;0;website;10;-1;405;Mobile;iOS;Mobile Safari;1;paris - est
4001;203;0;website;10;-1;422;Desktop;Windows;Chrome;1;lyon intramuros
4002;173;5;website;21;-1;46668;Mobile;Android;Chrome Mobile;2;convention
4003;134;0;google;10;-1;232;Desktop;Windows;Chrome;1;val-d'oise
4004;84;0;google;10;-1;407;Desktop;Windows;Chrome;1;la défense
4005;119;0;letudiant;10;-1;241;Mobile;Android;Chrome Mobile;1;beaugrenelle
4006;174;0;letudiant;10;-1;440;Desktop;Windows;Firefox;1;val-d'oise
4007;89;0;website;10;3;340;Mobile;iOS;Mobile Safari;1;paris - est
4008;61;0;google;10;-1;602;Desktop;Windows;Chrome;1;passy
4009;129;0;live;8;-1;11577;Mobile;Android;Chrome Mobile;2;austerlitz
4010;214;0;website;11;-1;312;Desktop;Windows;Chrome;1;paris - est
4011;189;0;website;11;-1;813;Mobile;iOS;Mobile Safari;1;paris - est
4012;160;0;website;11;-1;715;Desktop;Windows;Chrome;1;louvre
4013;202;0;website;11;-1;294;Desktop;Windows;Firefox;1;champs élysées avenue
4014;149;0;website;11;5;869;Desktop;Windows;Firefox;1;paris - est
4015;93;0;google;11;-1;723;Desktop;Windows;Chrome;1;la défense
4016;246;0;website;11;-1;311;Desktop;Windows;Chrome;1;nanterre préfecture
4017;95;0;google;11;-1;1383;Mobile;Android;Chrome Mobile;1;chelles
4018;233;0;website;12;-1;232;Desktop;Windows;Chrome;1;vincennes
4019;98;0;google;11;-1;528;Desktop;Windows;Chrome;1;paris - est
4020;99;0;letudiant;12;-1;212;Desktop;Windows;Chrome;1;la défense
4021;144;0;website;12;-1;238;Desktop;Windows;Chrome;1;la défense
4022;127;0;google;12;-1;181;Desktop;Windows;Chrome;1;lyon intramuros
4023;144;0;google;12;-1;655;Desktop;Windows;Chrome;1;montparnasse
4024;120;0;website;11;-1;3026;Desktop;Windows;Chrome;2;lognes
4025;179;0;website;12;-1;408;Mobile;Android;Chrome Mobile;1;lyon intramuros
4026;122;0;google;12;-1;737;Desktop;Windows;Chrome;1;val-d'oise
4027;214;0;website;12;-1;1970;Desktop;Windows;Chrome;2;paris - est
4028;264;0;google;12;5;652;Desktop;Windows;Firefox;1;convention
4029;172;0;website;12;-1;201;Mobile;iOS;Mobile Safari;1;val-d'oise
4030;132;0;google;13;-1;270;Desktop;Windows;Chrome;1;val-d'oise
4031;234;0;website;13;-1;395;Desktop;Mac OS X;Chrome;1;beaugrenelle
4032;52;0;website;13;-1;456;Desktop;Windows;Chrome;1;louvre
4033;220;0;website;13;-1;357;Mobile;iOS;Mobile Safari;1;rue de provence
4034;209;0;website;13;-1;1160;Desktop;Windows;Chrome;1;torcy
4035;65;0;website;13;-1;327;Mobile;iOS;Mobile Safari;1;vincennes
4036;88;0;website;13;-1;242;Desktop;Windows;Chrome;1;claye souilly
4037;163;0;google;13;-1;971;Desktop;Windows;Chrome;1;austerlitz
4038;123;0;website;13;-1;814;Mobile;Android;Chrome Mobile;1;louvre
4039;159;0;google;14;-1;427;Mobile;iOS;Mobile Safari;1;lyon intramuros
4040;240;0;website;14;-1;236;Mobile;iOS;Mobile Safari;1;champs élysées galerie
4041;46;0;website;13;-1;2075;Desktop;Windows;Chrome;2;victor hugo
4042;142;0;google;14;-1;1005;Desktop;Windows;Chrome;2;montparnasse
4043;55;0;website;14;-1;645;Desktop;Windows;Firefox;1;beaugrenelle
4044;105;0;website;14;-1;710;Desktop;Windows;Chrome;1;vincennes
4045;224;0;website;14;-1;330;Desktop;Mac OS X;Chrome;1;paris - est
4046;189;0;letudiant;14;-1;402;Desktop;Windows;Firefox;1;val-d'oise
4047;91;0;website;14;-1;459;Desktop;Windows;Firefox;1;convention
4048;72;0;website;14;-1;220;Mobile;Android;Samsung Internet;1;val-d'oise
4049;159;0;website;15;-1;277;Desktop;Mac OS X;Chrome;1;paris - est
4050;232;0;website;15;-1;525;Desktop;Windows;Edge;1;victor hugo
4051;226;0;google;15;-1;649;Desktop;Windows;Chrome;1;rue de provence
4052;192;0;indeed;15;-1;315;Desktop;Windows;Edge;1;commerce
4053;214;0;website;15;-1;468;Desktop;Windows;Chrome;1;montparnasse
4054;174;0;google;15;-1;292;Mobile;Android;Chrome Mobile;1;tassin
4055;183;0;website;15;-1;470;Mobile;Android;Samsung Internet;1;rue de provence
4056;219;0;website;14;-1;5135;Desktop;Mac OS X;Chrome;2;commerce
4057;165;0;website;16;-1;430;Desktop;Windows;Chrome;1;rueil-malmaison
4058;222;0;website;15;-1;2042;Desktop;Windows;Chrome;1;nanterre préfecture
4059;209;0;google;16;-1;253;Desktop;Windows;Chrome;1;la défense
4060;107;0;google;16;-1;1511;Desktop;Windows;Firefox;2;lyon intramuros
4061;165;0;website;16;-1;549;Desktop;Windows;Chrome;1;serris/disney
4062;119;0;website;16;-1;643;Desktop;Windows;Chrome;1;chelles
4063;244;0;website;17;-1;268;Desktop;Windows;Chrome;1;lyon intramuros
4064;164;0;website;17;-1;289;Desktop;Windows;Chrome;1;louvre
4065;190;0;website;17;-1;362;Mobile;Android;Chrome Mobile;1;paris - est
4066;0;0;website;17;-1;717;Desktop;Windows;Firefox;1;None
4067;129;0;letudiant;17;-1;720;Desktop;Windows;Chrome;1;commerce
4068;129;0;website;18;-1;290;Mobile;Android;Chrome Mobile;1;nationale
4069;160;0;website;18;-1;345;Desktop;Windows;Chrome;1;vincennes
4070;169;0;android;18;-1;455;Mobile;Android;Chrome Mobile;1;lyon intramuros
4071;129;0;website;18;-1;567;Mobile;Android;Chrome Mobile;1;la défense
4072;194;0;google;18;-1;313;Desktop;Windows;Chrome;1;vincennes
4073;122;0;google;12;-1;22661;Desktop;Windows;Chrome;1;paris - est
4074;95;0;google;16;-1;10145;Desktop;Mac OS X;Safari;1;champs-sur-marne
4075;60;0;google;19;5;472;Mobile;iOS;Mobile Safari;1;la défense
4076;129;0;website;19;-1;172;Mobile;Android;Chrome Mobile;1;nanterre préfecture
4077;111;0;website;19;-1;966;Desktop;Windows;Chrome;1;vincennes
4078;119;0;website;19;-1;298;Mobile;iOS;Mobile Safari;1;champs élysées galerie
4079;145;0;website;19;-1;279;Mobile;iOS;Mobile Safari;1;tassin
4080;144;0;indeed;19;-1;574;Mobile;Android;Chrome Mobile;1;champs élysées avenue
4081;101;0;google;19;-1;301;Desktop;Windows;Chrome;1;chelles
4082;194;0;website;19;-1;285;Desktop;Mac OS X;Chrome;1;louvre
4083;0;0;website;20;-1;273;Mobile;iOS;Mobile Safari;1;None
4084;0;0;website;20;-1;518;Desktop;Mac OS X;Chrome;1;None
4085;97;0;website;20;-1;383;Mobile;iOS;Mobile Safari;1;lyon intramuros
4086;127;0;google;20;-1;364;Mobile;iOS;Mobile Safari;1;la défense
4087;0;0;website;20;-1;346;Desktop;Windows;Firefox;1;None
4088;114;0;website;20;-1;555;Desktop;Windows;Chrome;1;champs-sur-marne
4089;189;0;website;20;-1;251;Desktop;Windows;Chrome;1;convention
4090;134;0;letudiant;21;-1;266;Desktop;Windows;Chrome;1;paris - est
4091;100;0;google;21;-1;1110;Desktop;Windows;Edge;1;rue de provence
4092;90;0;letudiant;21;-1;265;Desktop;Windows;Chrome;1;val-d'oise
4093;102;0;letudiant;21;-1;423;Desktop;Windows;Chrome;1;val-d'oise
4094;92;0;google;21;-1;1818;Desktop;Windows;Chrome;1;paris - est
4095;207;0;website;22;-1;431;Mobile;Android;Chrome Mobile;1;champs élysées avenue
4096;160;0;website;22;-1;923;Desktop;Windows;Chrome;1;val-d'oise
4097;186;0;website;22;-1;252;Desktop;Mac OS X;Chrome;1;champs-sur-marne
4098;186;0;website;22;-1;309;Desktop;Windows;Chrome;1;la défense
4099;196;0;google;22;-1;359;Mobile;Android;Chrome Mobile;1;lyon intramuros
4100;111;0;website;22;-1;282;Mobile;Android;Chrome Mobile;1;la défense
4101;0;0;website;22;-1;371;Desktop;Windows;Firefox;1;None
4102;172;0;website;22;-1;344;Desktop;Windows;Chrome;1;nanterre préfecture
4103;105;0;google;22;-1;329;Desktop;Windows;Chrome;1;val-d'oise
4104;144;0;google;22;-1;219;Mobile;iOS;Mobile Safari;1;paris - est
4105;132;0;website;22;-1;315;Desktop;Windows;Chrome;1;chelles
4106;204;0;letudiant;23;-1;673;Desktop;Windows;Firefox;1;la défense
4107;193;0;google;23;-1;301;Mobile;iOS;Mobile Safari;1;nanterre préfecture
4108;210;0;website;23;-1;579;Mobile;Android;Chrome Mobile;1;commerce
4109;127;0;google;23;-1;431;Mobile;iOS;Mobile Safari;1;la défense
4110;149;0;google;23;-1;809;Desktop;Windows;Chrome;1;la défense
4111;214;0;website;23;-1;3801;Desktop;Windows;Chrome;2;champs élysées avenue
4112;204;1;website;0;-1;369;Desktop;Windows;Chrome;1;la défense
4113;105;1;website;2;-1;1404;Mobile;Android;Chrome Mobile;2;austerlitz
4114;234;1;google;4;-1;300;Desktop;Mac OS X;Chrome;1;lyon intramuros
4115;209;1;website;6;-1;329;Mobile;iOS;Mobile Safari;1;porte st-cloud
4116;127;1;website;6;-1;371;Desktop;Windows;Chrome;1;wagram
4117;107;1;android;6;-1;329;Mobile;Android;Chrome Mobile;1;serris/disney
4118;169;1;website;7;-1;329;Desktop;Windows;Firefox;1;paris - est
4119;75;1;website;7;-1;348;Mobile;Android;Chrome Mobile;1;la défense
4120;228;1;website;7;-1;623;Desktop;Windows;Firefox;1;la défense
4121;0;1;google;7;-1;207;Desktop;Windows;Chrome;1;None
4122;0;1;website;7;-1;1098;Desktop;Windows;Firefox;2;None
4123;73;1;website;8;-1;296;Mobile;Android;Chrome Mobile;1;val-d'oise
4124;116;1;website;8;-1;375;Mobile;Android;Samsung Internet;1;paris - est
4125;107;1;website;8;-1;286;Desktop;Windows;Firefox;1;lyon intramuros
4126;220;1;website;8;-1;198;Mobile;iOS;Mobile Safari;1;louvre
4127;112;0;live;12;-1;71917;Desktop;Windows;Chrome;2;val-d'oise
4128;134;1;website;8;-1;296;Desktop;Windows;Chrome;1;torcy
4129;214;1;website;8;-1;2340;Desktop;Windows;Chrome;1;val-d'oise
4130;89;1;website;9;-1;340;Desktop;Windows;Chrome;1;serris/disney
4131;0;1;website;9;-1;250;Mobile;Android;Chrome Mobile;1;None
4132;209;1;website;9;-1;366;Mobile;iOS;Mobile Safari;1;rue de provence
4133;34;1;website;9;-1;368;Mobile;Android;Chrome Mobile;1;la défense
4134;124;1;website;9;-1;201;Desktop;Windows;Chrome;1;louvre
4135;145;1;website;9;-1;1297;Desktop;Windows;Chrome;1;paris - est
4136;134;1;google;9;-1;592;Tablet;Android;Chrome;1;champs élysées avenue
4137;157;1;website;8;-1;3577;Desktop;Windows;Chrome;1;paris - est
4138;125;1;website;9;-1;395;Mobile;iOS;Mobile Safari;1;la défense
4139;201;1;indeed;9;-1;628;Mobile;Android;Chrome Mobile;1;champs élysées avenue
4140;122;1;letudiant;9;-1;310;Mobile;iOS;Mobile Safari;1;paris - est
4141;144;1;website;9;-1;713;Desktop;Mac OS X;Chrome;1;claye souilly
4142;174;1;website;9;-1;370;Desktop;Windows;Chrome;1;nanterre préfecture
4143;186;1;website;10;-1;222;Mobile;iOS;Mobile Safari;1;rueil-malmaison
4144;70;1;website;9;-1;1335;Mobile;Android;Chrome Mobile;2;val-d'oise
4145;224;1;google;10;-1;435;Desktop;Windows;Chrome;1;paris - est
4146;159;1;google;10;-1;336;Mobile;Android;Samsung Internet;1;lyon intramuros
4147;0;1;website;10;-1;224;Mobile;iOS;Mobile Safari;1;None
4148;115;1;google;10;-1;681;Mobile;Android;Chrome Mobile;1;champs-sur-marne
4149;118;1;website;10;-1;474;Desktop;Windows;Chrome;1;nationale
4150;95;1;website;5;-1;17252;Mobile;Android;Samsung Internet;2;val-d'oise
4151;37;1;website;10;-1;1006;Desktop;Windows;Chrome;1;val-d'oise
4152;159;1;google;10;-1;251;Mobile;iOS;Mobile Safari;1;vincennes
4153;134;1;website;10;-1;367;Mobile;iOS;Mobile Safari;1;la défense
4154;62;1;website;10;-1;468;Mobile;Android;Samsung Internet;1;champs élysées avenue
4155;134;1;website;10;-1;544;Desktop;Mac OS X;Safari;1;chelles
4156;183;1;website;10;-1;1373;Mobile;Android;Chrome Mobile;1;la défense
4157;90;1;website;11;-1;260;Desktop;Mac OS X;Chrome;1;vincennes
4158;31;1;website;11;-1;381;Desktop;Windows;Chrome;1;champs élysées avenue
4159;234;1;google;11;-1;488;Mobile;Android;Chrome Mobile;1;vincennes
4160;122;1;website;11;-1;381;Desktop;Windows;Chrome;1;la défense
4161;133;1;website;11;-1;693;Mobile;Android;Samsung Internet;1;louvre
4162;209;1;website;11;-1;403;Desktop;Windows;Firefox;1;paris - est
4163;70;1;google;11;-1;269;Desktop;Windows;Chrome;1;austerlitz
4164;204;1;website;11;-1;315;Desktop;Windows;Chrome;1;champagne-au-mont d'or
4165;224;1;website;11;-1;1259;Desktop;Windows;Chrome;1;champs élysées avenue
4166;160;1;website;11;-1;629;Mobile;iOS;Mobile Safari;1;la défense
4167;135;1;google;12;-1;287;Desktop;Windows;Chrome;1;nanterre préfecture
4168;244;1;letudiant;12;-1;288;Desktop;Windows;Firefox;1;la défense
4169;89;1;google;12;-1;351;Desktop;Windows;Chrome;1;val-d'oise
4170;95;1;website;12;-1;333;Desktop;Windows;Chrome;1;lyon intramuros
4171;132;1;website;12;-1;451;Mobile;iOS;Mobile Safari;1;val-d'oise
4172;95;1;website;12;-1;419;Tablet;iOS;Mobile Safari;1;champs élysées avenue
4173;93;1;google;12;-1;543;Desktop;Windows;Firefox;1;lyon intramuros
4174;87;1;website;12;-1;673;Mobile;Android;Chrome Mobile;1;vincennes
4175;149;1;letudiant;12;-1;468;Mobile;Android;Chrome Mobile;1;claye souilly
4176;164;1;website;12;-1;231;Mobile;Android;Chrome Mobile;1;la défense
4177;179;1;website;12;-1;1195;Desktop;Windows;Chrome;1;avenue de choisy
4178;164;1;letudiant;13;-1;488;Desktop;Windows;Chrome;1;torcy
4179;147;1;letudiant;13;-1;2789;Desktop;Mac OS X;Chrome;2;paris - est
4180;217;1;website;13;-1;180;Mobile;iOS;Mobile Safari;1;la défense
4181;112;1;website;13;-1;662;Mobile;iOS;Mobile Safari;1;paris - est
4182;202;1;letudiant;13;-1;625;Desktop;Windows;Firefox;1;victor hugo
4183;208;1;letudiant;13;-1;888;Mobile;Android;Chrome Mobile;1;val-d'oise
4184;48;1;website;13;-1;417;Mobile;Android;Chrome Mobile;1;paris - est
4185;60;1;website;13;-1;641;Mobile;Android;Chrome Mobile;1;la défense
4186;92;1;google;13;-1;389;Desktop;Windows;Chrome;1;vincennes
4187;145;1;website;13;-1;798;Mobile;iOS;Mobile Safari;1;commerce
4188;85;1;google;14;-1;154;Desktop;Windows;Chrome;1;la défense
4189;135;1;website;13;-1;918;Desktop;Windows;Chrome;1;montparnasse
4190;129;1;website;14;-1;229;Desktop;Windows;Chrome;1;la défense
4191;50;1;android;14;-1;263;Mobile;Android;Chrome Mobile;1;nationale
4192;153;1;google;14;-1;219;Desktop;Windows;Chrome;1;lyon intramuros
4193;75;1;website;14;-1;807;Mobile;Android;Chrome Mobile;1;paris - est
4194;127;1;letudiant;14;-1;888;Mobile;Android;Samsung Internet;1;rue de provence
4195;84;1;letudiant;14;-1;764;Desktop;Windows;Chrome;1;louvre
4196;175;1;website;14;4;1104;Desktop;Mac OS X;Safari;2;val-d'oise
4197;137;1;letudiant;14;-1;646;Mobile;Android;Chrome Mobile;1;montparnasse
4198;90;1;google;14;-1;194;Mobile;iOS;Chrome Mobile iOS;1;lyon intramuros
4199;0;1;website;14;-1;484;Desktop;Windows;Chrome;1;None
4200;70;1;website;14;-1;699;Mobile;iOS;Mobile Safari;1;nanterre préfecture
4201;149;1;letudiant;15;-1;369;Mobile;Android;Chrome Mobile;1;chelles
4202;81;1;website;15;-1;218;Desktop;Windows;Chrome;1;paris - est
4203;92;1;google;15;-1;291;Desktop;Windows;Chrome;1;louvre
4204;249;1;google;15;-1;733;Desktop;Windows;Chrome;1;la défense
4205;269;1;letudiant;15;-1;281;Desktop;Windows;Firefox;1;paris - est
4206;134;1;google;15;-1;290;Desktop;Windows;Chrome;1;lyon intramuros
4207;159;1;website;15;-1;374;Mobile;iOS;Mobile Safari;1;val-d'oise
4208;100;1;website;15;-1;1151;Mobile;iOS;Mobile Safari;1;montparnasse
4209;134;1;google;15;-1;167;Desktop;Windows;Chrome;1;nanterre rn13
4210;0;1;website;15;-1;287;Desktop;Windows;Chrome;1;None
4211;134;1;google;15;-1;130;Desktop;Windows;Chrome;1;saint germain
4212;87;1;website;15;-1;474;Desktop;Windows;Chrome;1;avenue de choisy
4213;142;1;letudiant;16;-1;294;Desktop;Mac OS X;Safari;1;louvre
4214;0;1;google;16;-1;268;Mobile;Android;Chrome Mobile;1;None
4215;85;1;website;15;-1;572;Mobile;Android;Chrome Mobile;1;champs élysées avenue
4216;171;1;google;16;-1;676;Desktop;Mac OS X;Chrome;1;la défense
4217;169;1;website;16;-1;380;Mobile;Android;Samsung Internet;1;la défense
4218;156;1;website;16;-1;415;Desktop;Windows;Chrome;1;nationale
4219;194;1;google;17;5;844;Desktop;Mac OS X;Safari;1;lyon intramuros
4220;165;1;website;17;-1;541;Desktop;Windows;Chrome;1;paris - est
4221;122;1;website;17;-1;243;Mobile;iOS;Mobile Safari;1;paris - est
4222;135;1;google;17;-1;434;Desktop;Windows;Firefox;1;louvre
4223;229;1;letudiant;17;-1;437;Desktop;Windows;Chrome;1;bussy-saint-georges
4224;86;1;google;17;-1;1905;Desktop;Windows;Chrome;1;champs élysées avenue
